,ensembl_gene_id,hgnc_symbol,gene_biotype,external_gene_name
36534,ENSG00000263979,MIR4672,miRNA,MIR4672
36535,ENSG00000136840,ST6GALNAC4,protein_coding,ST6GALNAC4
36536,ENSG00000238168,IFITM3P5,processed_pseudogene,IFITM3P5
36537,ENSG00000205358,MT1H,protein_coding,MT1H
36538,ENSG00000089053,ANAPC5,protein_coding,ANAPC5
36539,ENSG00000087250,MT3,protein_coding,MT3
36540,ENSG00000100884,CPNE6,protein_coding,CPNE6
36541,ENSG00000229957,,lncRNA,
36542,ENSG00000273555,MIR6812,miRNA,MIR6812
36543,ENSG00000124159,MATN4,protein_coding,MATN4
36544,ENSG00000224891,ARL14EPP1,processed_pseudogene,ARL14EPP1
36545,ENSG00000233159,RPL31P16,processed_pseudogene,RPL31P16
36546,ENSG00000218739,CEBPZOS,protein_coding,CEBPZOS
36547,ENSG00000099834,CDHR5,protein_coding,CDHR5
36548,ENSG00000185615,PDIA2,protein_coding,PDIA2
36549,ENSG00000235083,,processed_pseudogene,
36550,ENSG00000255164,,lncRNA,
36551,ENSG00000254618,TMED10P1,processed_pseudogene,TMED10P1
36552,ENSG00000255559,ZNF252P-AS1,lncRNA,ZNF252P-AS1
36553,ENSG00000162669,HFM1,protein_coding,HFM1
36554,ENSG00000255530,,processed_pseudogene,
36555,ENSG00000272379,,lncRNA,
36556,ENSG00000234015,LINC02530,lncRNA,LINC02530
36557,ENSG00000253793,,processed_pseudogene,
36558,ENSG00000253579,SUMO2P16,processed_pseudogene,SUMO2P16
36559,ENSG00000173928,SWSAP1,protein_coding,SWSAP1
36560,ENSG00000179832,MROH1,protein_coding,MROH1
36561,ENSG00000112425,EPM2A,protein_coding,EPM2A
36562,ENSG00000167103,PIP5KL1,protein_coding,PIP5KL1
36563,ENSG00000187266,EPOR,protein_coding,EPOR
36564,ENSG00000115816,CEBPZ,protein_coding,CEBPZ
36565,ENSG00000123594,ATXN3L,protein_coding,ATXN3L
36566,ENSG00000205642,VCX3B,protein_coding,VCX3B
36567,ENSG00000017483,SLC38A5,protein_coding,SLC38A5
36568,ENSG00000198997,MIR107,miRNA,MIR107
36569,ENSG00000232936,PANK1-AS1,lncRNA,PANK1-AS1
36570,ENSG00000006327,TNFRSF12A,protein_coding,TNFRSF12A
36571,ENSG00000225836,,lncRNA,
36572,ENSG00000240996,,lncRNA,
36573,ENSG00000263795,MIR5100,miRNA,MIR5100
36574,ENSG00000234944,LINC02623,lncRNA,LINC02623
36575,ENSG00000229630,LINC01264,lncRNA,LINC01264
36576,ENSG00000165731,RET,protein_coding,RET
36577,ENSG00000272054,,lncRNA,
36578,ENSG00000227218,,lncRNA,
36579,ENSG00000003509,NDUFAF7,protein_coding,NDUFAF7
36580,ENSG00000136908,DPM2,protein_coding,DPM2
36581,ENSG00000103145,HCFC1R1,protein_coding,HCFC1R1
36582,ENSG00000196839,ADA,protein_coding,ADA
36583,ENSG00000205517,RGL3,protein_coding,RGL3
36584,ENSG00000231516,CBX1P5,processed_pseudogene,CBX1P5
36585,ENSG00000167106,FAM102A,protein_coding,FAM102A
36586,ENSG00000175054,ATR,protein_coding,ATR
36587,ENSG00000112367,FIG4,protein_coding,FIG4
36588,ENSG00000132681,ATP1A4,protein_coding,ATP1A4
36589,ENSG00000176473,WDR25,protein_coding,WDR25
36590,ENSG00000158122,PRXL2C,protein_coding,PRXL2C
36591,ENSG00000181938,GINS3,protein_coding,GINS3
36592,ENSG00000169059,VCX3A,protein_coding,VCX3A
36593,ENSG00000106404,CLDN15,protein_coding,CLDN15
36594,ENSG00000233820,,transcribed_processed_pseudogene,
36595,ENSG00000103227,LMF1,protein_coding,LMF1
36596,ENSG00000196597,ZNF782,protein_coding,ZNF782
36597,ENSG00000133142,TCEAL4,protein_coding,TCEAL4
36598,ENSG00000269907,PTMAP11,processed_pseudogene,PTMAP11
36599,ENSG00000227257,,processed_pseudogene,
36600,ENSG00000188152,NUTM2G,protein_coding,NUTM2G
36601,ENSG00000115825,PRKD3,protein_coding,PRKD3
36602,ENSG00000213265,TSGA13,protein_coding,TSGA13
36603,ENSG00000258620,,lncRNA,
36604,ENSG00000279593,,TEC,
36605,ENSG00000258584,FAM181A-AS1,lncRNA,FAM181A-AS1
36606,ENSG00000286491,,lncRNA,
36607,ENSG00000182197,EXT1,protein_coding,EXT1
36608,ENSG00000286406,,transcribed_unprocessed_pseudogene,
36609,ENSG00000290397,,lncRNA,
36610,ENSG00000225904,MORF4L1P7,processed_pseudogene,MORF4L1P7
36611,ENSG00000270920,MCRIP2P2,processed_pseudogene,MCRIP2P2
36612,ENSG00000281664,LINC00538,lncRNA,LINC00538
36613,ENSG00000229027,HSFY1P1,transcribed_unprocessed_pseudogene,HSFY1P1
36614,ENSG00000070031,SCT,protein_coding,SCT
36615,ENSG00000143641,GALNT2,protein_coding,GALNT2
36616,ENSG00000290408,HSFY1P1,lncRNA,HSFY1P1
36617,ENSG00000196632,WNK3,protein_coding,WNK3
36618,ENSG00000232775,BMS1P22,transcribed_unprocessed_pseudogene,BMS1P22
36619,ENSG00000100628,ASB2,protein_coding,ASB2
36620,ENSG00000069696,DRD4,protein_coding,DRD4
36621,ENSG00000290415,,lncRNA,
36622,ENSG00000273008,CSGALNACT2-DT,lncRNA,CSGALNACT2-DT
36623,ENSG00000236745,YRDCP2,processed_pseudogene,YRDCP2
36624,ENSG00000169826,CSGALNACT2,protein_coding,CSGALNACT2
36625,ENSG00000239435,KCNMB3P1,transcribed_unprocessed_pseudogene,KCNMB3P1
36626,ENSG00000226604,PAPPA-AS2,lncRNA,PAPPA-AS2
36627,ENSG00000244757,,lncRNA,
36628,ENSG00000290416,,lncRNA,
36629,ENSG00000288675,PANO1,protein_coding,PANO1
36630,ENSG00000256040,PAPPA-AS1,lncRNA,PAPPA-AS1
36631,ENSG00000254486,LINC02547,lncRNA,LINC02547
36632,ENSG00000100181,TPTEP1,transcribed_unprocessed_pseudogene,TPTEP1
36633,ENSG00000254991,,lncRNA,
36634,ENSG00000229105,ASTN2-AS1,lncRNA,ASTN2-AS1
36635,ENSG00000255400,LINC02989,lncRNA,LINC02989
36636,ENSG00000197702,PARVA,protein_coding,PARVA
36637,ENSG00000290418,TPTEP1,lncRNA,TPTEP1
36638,ENSG00000198915,RASGEF1A,protein_coding,RASGEF1A
36639,ENSG00000230894,,lncRNA,
36640,ENSG00000196652,ZKSCAN5,protein_coding,ZKSCAN5
36641,ENSG00000285820,,lncRNA,
36642,ENSG00000227630,LINC01132,lncRNA,LINC01132
36643,ENSG00000230734,RPL10P3,processed_pseudogene,RPL10P3
36644,ENSG00000207268,SNORA70C,snoRNA,SNORA70C
36645,ENSG00000201140,RN7SKP128,misc_RNA,RN7SKP128
36646,ENSG00000222413,RN7SKP125,misc_RNA,RN7SKP125
36647,ENSG00000233516,,lncRNA,
36648,ENSG00000228830,,lncRNA,
36649,ENSG00000266583,MIR4478,miRNA,MIR4478
36650,ENSG00000119421,NDUFA8,protein_coding,NDUFA8
36651,ENSG00000257940,,lncRNA,
36652,ENSG00000010932,FMO1,protein_coding,FMO1
36653,ENSG00000257603,,lncRNA,
36654,ENSG00000258115,,lncRNA,
36655,ENSG00000198003,ODAD3,protein_coding,ODAD3
36656,ENSG00000111144,LTA4H,protein_coding,LTA4H
36657,ENSG00000141504,SAT2,protein_coding,SAT2
36658,ENSG00000185681,MORN5,protein_coding,MORN5
36659,ENSG00000128262,POM121L9P,transcribed_unprocessed_pseudogene,POM121L9P
36660,ENSG00000290696,POM121L9P,lncRNA,POM121L9P
36661,ENSG00000207193,,misc_RNA,Y_RNA
36662,ENSG00000137198,GMPR,protein_coding,GMPR
36663,ENSG00000236827,LINC00529,lncRNA,LINC00529
36664,ENSG00000239315,RPL19P13,processed_pseudogene,RPL19P13
36665,ENSG00000249316,,unprocessed_pseudogene,
36666,ENSG00000280273,,lncRNA,
36667,ENSG00000284128,,transcribed_unprocessed_pseudogene,
36668,ENSG00000104643,MTMR9,protein_coding,MTMR9
36669,ENSG00000119446,RBM18,protein_coding,RBM18
36670,ENSG00000197421,GGT3P,transcribed_unprocessed_pseudogene,GGT3P
36671,ENSG00000258987,,lncRNA,
36672,ENSG00000159387,IRX6,protein_coding,IRX6
36673,ENSG00000175699,CCDC197,protein_coding,CCDC197
36674,ENSG00000285697,,transcribed_unprocessed_pseudogene,
36675,ENSG00000100068,LRP5L,transcribed_unprocessed_pseudogene,LRP5L
36676,ENSG00000166448,TMEM130,protein_coding,TMEM130
36677,ENSG00000282024,,lncRNA,
36678,ENSG00000272341,,lncRNA,
36679,ENSG00000229281,GPR53P,unprocessed_pseudogene,GPR53P
36680,ENSG00000213886,UBD,protein_coding,UBD
36681,ENSG00000224265,LINC02633,lncRNA,LINC02633
36682,ENSG00000148187,MRRF,protein_coding,MRRF
36683,ENSG00000285712,,lncRNA,
36684,ENSG00000221468,RNU6ATAC11P,snRNA,RNU6ATAC11P
36685,ENSG00000230469,RPL5P26,processed_pseudogene,RPL5P26
36686,ENSG00000089723,OTUB2,protein_coding,OTUB2
36687,ENSG00000254847,,lncRNA,
36688,ENSG00000232173,OR2H5P,unprocessed_pseudogene,OR2H5P
36689,ENSG00000181927,OR4P4,protein_coding,OR4P4
36690,ENSG00000067836,ROGDI,protein_coding,ROGDI
36691,ENSG00000227609,TMEM183AP1,processed_pseudogene,TMEM183AP1
36692,ENSG00000148672,GLUD1,protein_coding,GLUD1
36693,ENSG00000201330,SNORD32B,snoRNA,SNORD32B
36694,ENSG00000290796,,lncRNA,
36695,ENSG00000231301,RPL13AP,processed_pseudogene,RPL13AP
36696,ENSG00000254663,OR4A11P,unprocessed_pseudogene,OR4A11P
36697,ENSG00000235238,SUMO2P1,processed_pseudogene,SUMO2P1
36698,ENSG00000254723,OR4A12P,unprocessed_pseudogene,OR4A12P
36699,ENSG00000254891,OR4A9P,unprocessed_pseudogene,OR4A9P
36700,ENSG00000255077,OR4X7P,unprocessed_pseudogene,OR4X7P
36701,ENSG00000255493,OR4A10P,unprocessed_pseudogene,OR4A10P
36702,ENSG00000255196,OR4A17P,unprocessed_pseudogene,OR4A17P
36703,ENSG00000204655,MOG,protein_coding,MOG
36704,ENSG00000181950,OR4A13P,unprocessed_pseudogene,OR4A13P
36705,ENSG00000129244,ATP1B2,protein_coding,ATP1B2
36706,ENSG00000255294,OR4A50P,unprocessed_pseudogene,OR4A50P
36707,ENSG00000165948,IFI27L1,protein_coding,IFI27L1
36708,ENSG00000232028,PRKD3-DT,lncRNA,PRKD3-DT
36709,ENSG00000207364,RNU6-939P,snRNA,RNU6-939P
36710,ENSG00000285925,,lncRNA,
36711,ENSG00000241008,RPL7AP55,processed_pseudogene,RPL7AP55
36712,ENSG00000115828,QPCT,protein_coding,QPCT
36713,ENSG00000170688,OR5E1P,unprocessed_pseudogene,OR5E1P
36714,ENSG00000252769,RNU6-943P,snRNA,RNU6-943P
36715,ENSG00000198674,OR10G6,protein_coding,OR10G6
36716,ENSG00000282849,,lncRNA,
36717,ENSG00000226461,OR10G5P,unprocessed_pseudogene,OR10G5P
36718,ENSG00000276520,,processed_pseudogene,
36719,ENSG00000236981,OR10G9,protein_coding,OR10G9
36720,ENSG00000226640,,lncRNA,
36721,ENSG00000010072,SPRTN,protein_coding,SPRTN
36722,ENSG00000213182,OR10D5P,unprocessed_pseudogene,OR10D5P
36723,ENSG00000208009,MIR130A,miRNA,MIR130A
36724,ENSG00000162222,TTC9C,protein_coding,TTC9C
36725,ENSG00000206145,P2RX6P,transcribed_unprocessed_pseudogene,P2RX6P
36726,ENSG00000108947,EFNB3,protein_coding,EFNB3
36727,ENSG00000197549,PRAMENP,transcribed_unprocessed_pseudogene,PRAMENP
36728,ENSG00000290847,,lncRNA,PRAMENP
36729,ENSG00000225720,,transcribed_unprocessed_pseudogene,
36730,ENSG00000290922,,lncRNA,
36731,ENSG00000237438,CECR7,transcribed_unprocessed_pseudogene,CECR7
36732,ENSG00000240480,RPL29P2,transcribed_processed_pseudogene,RPL29P2
36733,ENSG00000185670,ZBTB3,protein_coding,ZBTB3
36734,ENSG00000246477,,lncRNA,
36735,ENSG00000196361,ELAVL3,protein_coding,ELAVL3
36736,ENSG00000262628,OR1D5,protein_coding,OR1D5
36737,ENSG00000290931,,lncRNA,
36738,ENSG00000177710,SLC35G5,protein_coding,SLC35G5
36739,ENSG00000154316,TDH,transcribed_unitary_pseudogene,TDH
36740,ENSG00000262085,OR1P1,protein_coding,OR1P1
36741,ENSG00000142163,OR1E3,unprocessed_pseudogene,OR1E3
36742,ENSG00000252283,,misc_RNA,Vault
36743,ENSG00000240873,RPS29P22,processed_pseudogene,RPS29P22
36744,ENSG00000287721,,lncRNA,
36745,ENSG00000168002,POLR2G,protein_coding,POLR2G
36746,ENSG00000135766,EGLN1,protein_coding,EGLN1
36747,ENSG00000267644,,lncRNA,
36748,ENSG00000002726,AOC1,protein_coding,AOC1
36749,ENSG00000253078,RNU6-1116P,snRNA,RNU6-1116P
36750,ENSG00000287316,,lncRNA,
36751,ENSG00000267259,ERVE-1,lncRNA,ERVE-1
36752,ENSG00000163171,CDC42EP3,protein_coding,CDC42EP3
36753,ENSG00000266830,,lncRNA,
36754,ENSG00000263788,,processed_pseudogene,
36755,ENSG00000185515,BRCC3,protein_coding,BRCC3
36756,ENSG00000264486,,lncRNA,
36757,ENSG00000161133,USP41,transcribed_unprocessed_pseudogene,USP41
36758,ENSG00000109084,TMEM97,protein_coding,TMEM97
36759,ENSG00000119632,IFI27L2,protein_coding,IFI27L2
36760,ENSG00000290950,,lncRNA,
36761,ENSG00000175077,RTP1,protein_coding,RTP1
36762,ENSG00000234353,,transcribed_unprocessed_pseudogene,
36763,ENSG00000236572,,lncRNA,
36764,ENSG00000283972,FAM247A,transcribed_unprocessed_pseudogene,FAM247A
36765,ENSG00000223553,SMPD4P1,transcribed_unprocessed_pseudogene,SMPD4P1
36766,ENSG00000264041,RN7SL670P,misc_RNA,RN7SL670P
36767,ENSG00000238285,MRPL50P2,processed_pseudogene,MRPL50P2
36768,ENSG00000256458,,lncRNA,
36769,ENSG00000235294,RPL7AP25,processed_pseudogene,RPL7AP25
36770,ENSG00000242097,,processed_pseudogene,
36771,ENSG00000288032,,lncRNA,
36772,ENSG00000271711,,processed_pseudogene,
36773,ENSG00000285798,,lncRNA,
36774,ENSG00000223941,LINC01014,lncRNA,LINC01014
36775,ENSG00000119698,PPP4R4,protein_coding,PPP4R4
36776,ENSG00000290981,,lncRNA,
36777,ENSG00000134153,EMC7,protein_coding,EMC7
36778,ENSG00000243486,,lncRNA,
36779,ENSG00000173166,RAPH1,protein_coding,RAPH1
36780,ENSG00000109079,TNFAIP1,protein_coding,TNFAIP1
36781,ENSG00000230362,ACTG1P23,processed_pseudogene,ACTG1P23
36782,ENSG00000267477,,protein_coding,
36783,ENSG00000217261,POM121L4P,transcribed_unprocessed_pseudogene,POM121L4P
36784,ENSG00000279261,LINC02961,lncRNA,LINC02961
36785,ENSG00000290982,,lncRNA,
36786,ENSG00000161914,ZNF653,protein_coding,ZNF653
36787,ENSG00000169359,SLC33A1,protein_coding,SLC33A1
36788,ENSG00000133475,GGT2P,transcribed_unprocessed_pseudogene,GGT2P
36789,ENSG00000213051,RPL5P5,processed_pseudogene,RPL5P5
36790,ENSG00000255020,TDH-AS1,lncRNA,TDH-AS1
36791,ENSG00000290983,,lncRNA,
36792,ENSG00000238054,,lncRNA,
36793,ENSG00000184608,FAM167A-AS1,lncRNA,FAM167A-AS1
36794,ENSG00000183169,POM121L1P,transcribed_unprocessed_pseudogene,POM121L1P
36795,ENSG00000290990,,lncRNA,
36796,ENSG00000163534,FCRL1,protein_coding,FCRL1
36797,ENSG00000244627,TPTEP2,transcribed_unprocessed_pseudogene,TPTEP2
36798,ENSG00000269970,,lncRNA,
36799,ENSG00000242483,RN7SL293P,misc_RNA,RN7SL293P
36800,ENSG00000199368,RNU6-1084P,snRNA,RNU6-1084P
36801,ENSG00000154319,FAM167A,protein_coding,FAM167A
36802,ENSG00000267811,,lncRNA,
36803,ENSG00000162227,TAF6L,protein_coding,TAF6L
36804,ENSG00000243094,RPL32P2,processed_pseudogene,RPL32P2
36805,ENSG00000107186,MPDZ,protein_coding,MPDZ
36806,ENSG00000182405,PGBD4,protein_coding,PGBD4
36807,ENSG00000291015,,lncRNA,
36808,ENSG00000134152,KATNBL1,protein_coding,KATNBL1
36809,ENSG00000129103,SUMF2,protein_coding,SUMF2
36810,ENSG00000213174,,processed_pseudogene,
36811,ENSG00000228561,,lncRNA,
36812,ENSG00000243886,,processed_pseudogene,
36813,ENSG00000250170,RASA2-IT1,lncRNA,RASA2-IT1
36814,ENSG00000270981,,processed_pseudogene,
36815,ENSG00000242816,,lncRNA,
36816,ENSG00000279305,,TEC,
36817,ENSG00000242479,,processed_pseudogene,
36818,ENSG00000284957,,lncRNA,
36819,ENSG00000286985,,lncRNA,
36820,ENSG00000240246,RPL32P8,processed_pseudogene,RPL32P8
36821,ENSG00000254948,OR7E158P,unprocessed_pseudogene,OR7E158P
36822,ENSG00000241098,LINC01994,lncRNA,LINC01994
36823,ENSG00000213304,,processed_pseudogene,
36824,ENSG00000287755,,lncRNA,
36825,ENSG00000287798,,lncRNA,
36826,ENSG00000074527,NTN4,protein_coding,NTN4
36827,ENSG00000205884,DEFB136,protein_coding,DEFB136
36828,ENSG00000243687,RPL35AP10,processed_pseudogene,RPL35AP10
36829,ENSG00000067829,IDH3G,protein_coding,IDH3G
36830,ENSG00000213303,,processed_pseudogene,
36831,ENSG00000155666,KDM8,protein_coding,KDM8
36832,ENSG00000241810,HMGN2P13,processed_pseudogene,HMGN2P13
36833,ENSG00000206199,ANKUB1,protein_coding,ANKUB1
36834,ENSG00000255174,,processed_pseudogene,
36835,ENSG00000254507,DEFB131E,transcribed_processed_pseudogene,DEFB131E
36836,ENSG00000255016,,processed_pseudogene,
36837,ENSG00000130176,CNN1,protein_coding,CNN1
36838,ENSG00000254817,,unprocessed_pseudogene,
36839,ENSG00000254700,DEFB131C,processed_pseudogene,DEFB131C
36840,ENSG00000233050,DEFB130B,protein_coding,DEFB130B
36841,ENSG00000126803,HSPA2,protein_coding,HSPA2
36842,ENSG00000252029,RNA5SP253,rRNA_pseudogene,RNA5SP253
36843,ENSG00000136352,NKX2-1,protein_coding,NKX2-1
36844,ENSG00000255544,DEFB108D,unprocessed_pseudogene,DEFB108D
36845,ENSG00000004142,POLDIP2,protein_coding,POLDIP2
36846,ENSG00000254923,,processed_pseudogene,
36847,ENSG00000226430,USP17L7,protein_coding,USP17L7
36848,ENSG00000254866,DEFB109D,processed_pseudogene,DEFB109D
36849,ENSG00000283576,,processed_pseudogene,
36850,ENSG00000168569,TMEM223,protein_coding,TMEM223
36851,ENSG00000214210,,processed_pseudogene,
36852,ENSG00000254265,,processed_pseudogene,
36853,ENSG00000241985,WWTR1-IT1,lncRNA,WWTR1-IT1
36854,ENSG00000168243,GNG4,protein_coding,GNG4
36855,ENSG00000182372,CLN8,protein_coding,CLN8
36856,ENSG00000169903,TM4SF4,protein_coding,TM4SF4
36857,ENSG00000258428,,lncRNA,
36858,ENSG00000259133,,lncRNA,
36859,ENSG00000182841,RRP7BP,transcribed_unprocessed_pseudogene,RRP7BP
36860,ENSG00000269176,,lncRNA,
36861,ENSG00000185475,TMEM179B,protein_coding,TMEM179B
36862,ENSG00000242995,RPL36AP1,processed_pseudogene,RPL36AP1
36863,ENSG00000258703,,lncRNA,
36864,ENSG00000243801,RN7SL461P,misc_RNA,RN7SL461P
36865,ENSG00000200818,RNU6-1204P,snRNA,RNU6-1204P
36866,ENSG00000165588,OTX2,protein_coding,OTX2
36867,ENSG00000281453,TGFB2-OT1,lncRNA,TGFB2-OT1
36868,ENSG00000237469,TUBB8P10,unprocessed_pseudogene,TUBB8P10
36869,ENSG00000224939,LINC00184,lncRNA,LINC00184
36870,ENSG00000227613,QRSL1P2,processed_pseudogene,QRSL1P2
36871,ENSG00000242001,,processed_pseudogene,
36872,ENSG00000239805,,processed_pseudogene,
36873,ENSG00000116183,PAPPA2,protein_coding,PAPPA2
36874,ENSG00000236182,,processed_pseudogene,
36875,ENSG00000291035,RRP7BP,lncRNA,RRP7BP
36876,ENSG00000182000,PPIAP73,processed_pseudogene,PPIAP73
36877,ENSG00000284535,MIR6748,miRNA,MIR6748
36878,ENSG00000121853,GHSR,protein_coding,GHSR
36879,ENSG00000162231,NXF1,protein_coding,NXF1
36880,ENSG00000140623,SEPTIN12,protein_coding,SEPTIN12
36881,ENSG00000244045,TMEM199,protein_coding,TMEM199
36882,ENSG00000240033,,lncRNA,
36883,ENSG00000244668,SNRPCP3,processed_pseudogene,SNRPCP3
36884,ENSG00000227709,,processed_pseudogene,
36885,ENSG00000230457,PA2G4P4,processed_pseudogene,PA2G4P4
36886,ENSG00000242510,NDUFB4P1,processed_pseudogene,NDUFB4P1
36887,ENSG00000174948,GPR149,protein_coding,GPR149
36888,ENSG00000249840,GAPDHP76,unprocessed_pseudogene,GAPDHP76
36889,ENSG00000282021,,lncRNA,
36890,ENSG00000283239,,protein_coding,KBTBD11-OT1
36891,ENSG00000242561,ATP5MGP5,processed_pseudogene,ATP5MGP5
36892,ENSG00000161609,KASH5,protein_coding,KASH5
36893,ENSG00000128463,EMC4,protein_coding,EMC4
36894,ENSG00000283858,MIR3674,miRNA,MIR3674
36895,ENSG00000287464,,lncRNA,
36896,ENSG00000207826,MIR596,miRNA,MIR596
36897,ENSG00000163659,TIPARP,protein_coding,TIPARP
36898,ENSG00000104728,ARHGEF10,protein_coding,ARHGEF10
36899,ENSG00000258924,,lncRNA,
36900,ENSG00000284532,MIR4723,miRNA,MIR4723
36901,ENSG00000265618,,lncRNA,
36902,ENSG00000273171,,protein_coding,
36903,ENSG00000109072,VTN,protein_coding,VTN
36904,ENSG00000169668,BCRP2,transcribed_unprocessed_pseudogene,BCRP2
36905,ENSG00000184319,RPL23AP82,transcribed_unprocessed_pseudogene,RPL23AP82
36906,ENSG00000183484,GPR132,protein_coding,GPR132
36907,ENSG00000283440,LINC01260,lncRNA,LINC01260
36908,ENSG00000132832,,lncRNA,
36909,ENSG00000291064,,lncRNA,RPL23AP7
36910,ENSG00000064205,CCN5,protein_coding,CCN5
36911,ENSG00000270106,TSNAX-DISC1,protein_coding,TSNAX-DISC1
36912,ENSG00000256811,,lncRNA,
36913,ENSG00000256151,ADGRD1-AS1,lncRNA,ADGRD1-AS1
36914,ENSG00000259468,,lncRNA,
36915,ENSG00000257294,,lncRNA,
36916,ENSG00000207091,,misc_RNA,Y_RNA
36917,ENSG00000287237,,lncRNA,
36918,ENSG00000184507,NUTM1,protein_coding,NUTM1
36919,ENSG00000258140,,lncRNA,
36920,ENSG00000155719,OTOA,protein_coding,OTOA
36921,ENSG00000110801,PSMD9,protein_coding,PSMD9
36922,ENSG00000229638,RPL4P4,processed_pseudogene,RPL4P4
36923,ENSG00000240068,RPL21P42,processed_pseudogene,RPL21P42
36924,ENSG00000167098,SUN5,protein_coding,SUN5
36925,ENSG00000241570,PAQR9-AS1,lncRNA,PAQR9-AS1
36926,ENSG00000286636,,lncRNA,
36927,ENSG00000280244,,TEC,
36928,ENSG00000185448,FAM47A,protein_coding,FAM47A
36929,ENSG00000258154,,unprocessed_pseudogene,
36930,ENSG00000155008,APOOL,protein_coding,APOOL
36931,ENSG00000287459,,lncRNA,
36932,ENSG00000184916,JAG2,protein_coding,JAG2
36933,ENSG00000277450,,lncRNA,
36934,ENSG00000279532,,TEC,
36935,ENSG00000239978,OR7E53P,unprocessed_pseudogene,OR7E53P
36936,ENSG00000243629,LINC00880,lncRNA,LINC00880
36937,ENSG00000237787,LINC02877,lncRNA,LINC02877
36938,ENSG00000236357,EI24P1,processed_pseudogene,EI24P1
36939,ENSG00000197879,MYO1C,protein_coding,MYO1C
36940,ENSG00000277241,,processed_pseudogene,
36941,ENSG00000271131,PPIAP75,processed_pseudogene,PPIAP75
36942,ENSG00000225473,ATP13A4-AS1,lncRNA,ATP13A4-AS1
36943,ENSG00000102024,PLS3,protein_coding,PLS3
36944,ENSG00000226287,TMEM191A,transcribed_unprocessed_pseudogene,TMEM191A
36945,ENSG00000226482,ADIPOQ-AS1,lncRNA,ADIPOQ-AS1
36946,ENSG00000233885,YEATS2-AS1,lncRNA,YEATS2-AS1
36947,ENSG00000240489,SETP14,processed_pseudogene,SETP14
36948,ENSG00000142538,PTH2,protein_coding,PTH2
36949,ENSG00000240497,,lncRNA,
36950,ENSG00000259904,ACTG1P15,processed_pseudogene,ACTG1P15
36951,ENSG00000221649,MIR1233-1,miRNA,MIR1233-1
36952,ENSG00000260639,,processed_pseudogene,
36953,ENSG00000241151,LINC02066,lncRNA,LINC02066
36954,ENSG00000291085,,lncRNA,TMEM191A
36955,ENSG00000224855,OPA1-AS1,lncRNA,OPA1-AS1
36956,ENSG00000261081,,unprocessed_pseudogene,
36957,ENSG00000104888,SLC17A7,protein_coding,SLC17A7
36958,ENSG00000279092,,TEC,
36959,ENSG00000157005,SST,protein_coding,SST
36960,ENSG00000260275,,processed_pseudogene,
36961,ENSG00000232194,,lncRNA,
36962,ENSG00000260123,CARMAL,lncRNA,CARMAL
36963,ENSG00000235152,,lncRNA,
36964,ENSG00000261407,,lncRNA,
36965,ENSG00000231612,,lncRNA,
36966,ENSG00000237980,LINC02773,lncRNA,LINC02773
36967,ENSG00000244564,PRICKLE2-DT,lncRNA,PRICKLE2-DT
36968,ENSG00000271036,CLPTM1LP1,processed_pseudogene,CLPTM1LP1
36969,ENSG00000140526,ABHD2,protein_coding,ABHD2
36970,ENSG00000158258,CLSTN2,protein_coding,CLSTN2
36971,ENSG00000230849,GOT2P2,processed_pseudogene,GOT2P2
36972,ENSG00000274066,MIR6514,miRNA,MIR6514
36973,ENSG00000269463,,lncRNA,
36974,ENSG00000170382,LRRN2,protein_coding,LRRN2
36975,ENSG00000252361,RNU6-118P,snRNA,RNU6-118P
36976,ENSG00000256690,STX5-DT,lncRNA,STX5-DT
36977,ENSG00000222328,RNU2-2P,snRNA,RNU2-2P
36978,ENSG00000277194,SNORD22,snoRNA,SNORD22
36979,ENSG00000223581,LINC02665,lncRNA,LINC02665
36980,ENSG00000078898,BPIFB2,protein_coding,BPIFB2
36981,ENSG00000277846,SNORD30,snoRNA,SNORD30
36982,ENSG00000270811,,processed_pseudogene,
36983,ENSG00000278527,,snoRNA,SNORD22
36984,ENSG00000235141,COX6CP17,processed_pseudogene,COX6CP17
36985,ENSG00000274544,SNORD28,snoRNA,SNORD28
36986,ENSG00000278982,,TEC,
36987,ENSG00000275996,SNORD27,snoRNA,SNORD27
36988,ENSG00000276788,SNORD26,snoRNA,SNORD26
36989,ENSG00000207453,RNU6-535P,snRNA,RNU6-535P
36990,ENSG00000275043,SNORD25,snoRNA,SNORD25
36991,ENSG00000222979,RN7SKP167,misc_RNA,RN7SKP167
36992,ENSG00000223432,,lncRNA,
36993,ENSG00000254602,MIR130AHG,lncRNA,MIR130AHG
36994,ENSG00000260370,,lncRNA,
36995,ENSG00000226868,,lncRNA,
36996,ENSG00000263511,MIR5699,miRNA,MIR5699
36997,ENSG00000180525,DIP2C-AS1,lncRNA,DIP2C-AS1
36998,ENSG00000279401,,TEC,
36999,ENSG00000272362,,lncRNA,
37000,ENSG00000287450,,unprocessed_pseudogene,
37001,ENSG00000237011,,lncRNA,
37002,ENSG00000166793,YPEL4,protein_coding,YPEL4
37003,ENSG00000211584,SLC48A1,protein_coding,SLC48A1
37004,ENSG00000233583,,processed_pseudogene,
37005,ENSG00000066027,PPP2R5A,protein_coding,PPP2R5A
37006,ENSG00000183230,CTNNA3,protein_coding,CTNNA3
